line,NC,X,Y,Z,A,B,C,R,F,vX,vY,vZ,vA,vB,vC,time,cumulative time
262,A48.354,0.0000000000,0.0000000000,26.0000000000,48.3540000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3757943241
263,A47.442,0.0000000000,0.0000000000,26.0000000000,47.4420000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3762081172
264,A46.53,0.0000000000,0.0000000000,26.0000000000,46.5300000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3766219103
265,A45.618,0.0000000000,0.0000000000,26.0000000000,45.6180000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3770357034
266,A44.706,0.0000000000,0.0000000000,26.0000000000,44.7060000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3774494965
267,A43.794,0.0000000000,0.0000000000,26.0000000000,43.7940000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3778632896
268,A42.882,0.0000000000,0.0000000000,26.0000000000,42.8820000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3782770827
269,A41.969,0.0000000000,0.0000000000,26.0000000000,41.9690000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3786908758
270,A41.057,0.0000000000,0.0000000000,26.0000000000,41.0570000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3791051226
271,A40.145,0.0000000000,0.0000000000,26.0000000000,40.1450000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3795189157
272,A39.233,0.0000000000,0.0000000000,26.0000000000,39.2330000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3799327088
273,A38.32,0.0000000000,0.0000000000,26.0000000000,38.3200000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3803465019
274,A37.408,0.0000000000,0.0000000000,26.0000000000,37.4080000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3807607487
275,A36.495,0.0000000000,0.0000000000,26.0000000000,36.4950000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3811745418
276,A35.583,0.0000000000,0.0000000000,26.0000000000,35.5830000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3815887887
277,A34.671,0.0000000000,0.0000000000,26.0000000000,34.6710000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3820025818
278,A33.758,0.0000000000,0.0000000000,26.0000000000,33.7580000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3824163749
279,A32.846,0.0000000000,0.0000000000,26.0000000000,32.8460000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3828306217
280,A31.933,0.0000000000,0.0000000000,26.0000000000,31.9330000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3832444148
281,A31.021,0.0000000000,0.0000000000,26.0000000000,31.0210000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3836586616
282,A30.108,0.0000000000,0.0000000000,26.0000000000,30.1080000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3840724547
283,A29.196,0.0000000000,0.0000000000,26.0000000000,29.1960000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3844867016
284,A28.284,0.0000000000,0.0000000000,26.0000000000,28.2840000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3849004947
285,A27.373,0.0000000000,0.0000000000,26.0000000000,27.3730000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.3853142878
286,A26.461,0.0000000000,0.0000000000,26.0000000000,26.4610000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3857276271
287,A25.549,0.0000000000,0.0000000000,26.0000000000,25.5490000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3861414202
288,A24.637,0.0000000000,0.0000000000,26.0000000000,24.6370000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3865552133
289,A23.725,0.0000000000,0.0000000000,26.0000000000,23.7250000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3869690065
290,A22.814,0.0000000000,0.0000000000,26.0000000000,22.8140000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.3873827996
291,A21.902,0.0000000000,0.0000000000,26.0000000000,21.9020000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3877961389
292,A20.99,0.0000000000,0.0000000000,26.0000000000,20.9900000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3882099320
293,A20.078,0.0000000000,0.0000000000,26.0000000000,20.0780000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3886237251
294,A19.166,0.0000000000,0.0000000000,26.0000000000,19.1660000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3890375183
295,A18.254,0.0000000000,0.0000000000,26.0000000000,18.2540000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3894513114
296,A17.342,0.0000000000,0.0000000000,26.0000000000,17.3420000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3898651045
297,A16.43,0.0000000000,0.0000000000,26.0000000000,16.4300000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3902788976
298,A15.518,0.0000000000,0.0000000000,26.0000000000,15.5180000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3906926907
299,A14.605,0.0000000000,0.0000000000,26.0000000000,14.6050000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3911064838
300,A13.693,0.0000000000,0.0000000000,26.0000000000,13.6930000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3915207306
301,A12.781,0.0000000000,0.0000000000,26.0000000000,12.7810000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3919345237
302,A11.869,0.0000000000,0.0000000000,26.0000000000,11.8690000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3923483168
303,A10.957,0.0000000000,0.0000000000,26.0000000000,10.9570000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3927621099
304,A10.044,0.0000000000,0.0000000000,26.0000000000,10.0440000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3931759030
305,A9.132,0.0000000000,0.0000000000,26.0000000000,9.1320000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3935901498
306,A8.22,0.0000000000,0.0000000000,26.0000000000,8.2200000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3940039429
307,A7.307,0.0000000000,0.0000000000,26.0000000000,7.3070000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3944177360
308,A6.395,0.0000000000,0.0000000000,26.0000000000,6.3950000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3948319829
309,A5.483,0.0000000000,0.0000000000,26.0000000000,5.4830000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3952457760
310,A4.57,0.0000000000,0.0000000000,26.0000000000,4.5700000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3956595691
311,A3.658,0.0000000000,0.0000000000,26.0000000000,3.6580000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3960738159
312,A2.745,0.0000000000,0.0000000000,26.0000000000,2.7450000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3964876090
313,A1.833,0.0000000000,0.0000000000,26.0000000000,1.8330000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3969018558
314,A0.92,0.0000000000,0.0000000000,26.0000000000,0.9200000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3973156489
315,A0.007,0.0000000000,0.0000000000,26.0000000000,0.0070000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.3977298957
316,A-0.904,0.0000000000,0.0000000000,26.0000000000,-0.9040000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.3981441426
317,A-1.816,0.0000000000,0.0000000000,26.0000000000,-1.8160000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3985574820
318,A-2.728,0.0000000000,0.0000000000,26.0000000000,-2.7280000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3989712751
319,A-3.639,0.0000000000,0.0000000000,26.0000000000,-3.6390000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.3993850682
320,A-4.551,0.0000000000,0.0000000000,26.0000000000,-4.5510000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.3997984075
321,A-5.463,0.0000000000,0.0000000000,26.0000000000,-5.4630000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4002122006
322,A-6.375,0.0000000000,0.0000000000,26.0000000000,-6.3750000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4006259937
323,A-7.287,0.0000000000,0.0000000000,26.0000000000,-7.2870000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4010397869
324,A-8.199,0.0000000000,0.0000000000,26.0000000000,-8.1990000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4014535800
325,A-9.111,0.0000000000,0.0000000000,26.0000000000,-9.1110000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4018673731
326,A-10.023,0.0000000000,0.0000000000,26.0000000000,-10.0230000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4022811662
327,A-10.935,0.0000000000,0.0000000000,26.0000000000,-10.9350000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4026949593
328,A-11.847,0.0000000000,0.0000000000,26.0000000000,-11.8470000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4031087524
329,A-12.759,0.0000000000,0.0000000000,26.0000000000,-12.7590000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4035225455
330,A-13.671,0.0000000000,0.0000000000,26.0000000000,-13.6710000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4039363386
331,A-14.583,0.0000000000,0.0000000000,26.0000000000,-14.5830000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4043501317
332,A-15.495,0.0000000000,0.0000000000,26.0000000000,-15.4950000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4047639248
333,A-16.407,0.0000000000,0.0000000000,26.0000000000,-16.4070000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4051777179
334,A-17.319,0.0000000000,0.0000000000,26.0000000000,-17.3190000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4055915110
335,A-18.232,0.0000000000,0.0000000000,26.0000000000,-18.2320000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4060053041
336,A-19.144,0.0000000000,0.0000000000,26.0000000000,-19.1440000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4064195509
337,A-20.056,0.0000000000,0.0000000000,26.0000000000,-20.0560000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4068333440
338,A-20.968,0.0000000000,0.0000000000,26.0000000000,-20.9680000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4072471371
339,A-21.881,0.0000000000,0.0000000000,26.0000000000,-21.8810000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4076609302
340,A-22.793,0.0000000000,0.0000000000,26.0000000000,-22.7930000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4080751771
341,A-23.705,0.0000000000,0.0000000000,26.0000000000,-23.7050000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4084889702
342,A-24.618,0.0000000000,0.0000000000,26.0000000000,-24.6180000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4089027633
343,A-25.53,0.0000000000,0.0000000000,26.0000000000,-25.5300000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4093170101
344,A-26.443,0.0000000000,0.0000000000,26.0000000000,-26.4430000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4097308032
345,A-27.355,0.0000000000,0.0000000000,26.0000000000,-27.3550000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4101450500
346,A-28.268,0.0000000000,0.0000000000,26.0000000000,-28.2680000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4105588431
347,A-29.18,0.0000000000,0.0000000000,26.0000000000,-29.1800000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4109730899
348,A-30.093,0.0000000000,0.0000000000,26.0000000000,-30.0930000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4113868830
349,A-31.005,0.0000000000,0.0000000000,26.0000000000,-31.0050000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4118011299
350,A-31.916,0.0000000000,0.0000000000,26.0000000000,-31.9160000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.4122149230
351,A-32.828,0.0000000000,0.0000000000,26.0000000000,-32.8280000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4126282624
352,A-33.74,0.0000000000,0.0000000000,26.0000000000,-33.7400000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4130420555
353,A-34.652,0.0000000000,0.0000000000,26.0000000000,-34.6520000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4134558486
354,A-35.563,0.0000000000,0.0000000000,26.0000000000,-35.5630000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.4138696417
355,A-36.475,0.0000000000,0.0000000000,26.0000000000,-36.4750000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4142829810
356,A-37.387,0.0000000000,0.0000000000,26.0000000000,-37.3870000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4146967741
357,A-38.299,0.0000000000,0.0000000000,26.0000000000,-38.2990000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4151105673
358,A-39.211,0.0000000000,0.0000000000,26.0000000000,-39.2110000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4155243604
359,A-40.123,0.0000000000,0.0000000000,26.0000000000,-40.1230000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4159381535
360,A-41.035,0.0000000000,0.0000000000,26.0000000000,-41.0350000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4163519466
361,A-41.947,0.0000000000,0.0000000000,26.0000000000,-41.9470000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4167657397
362,A-42.859,0.0000000000,0.0000000000,26.0000000000,-42.8590000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4171795328
363,A-43.771,0.0000000000,0.0000000000,26.0000000000,-43.7710000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4175933259
364,A-44.683,0.0000000000,0.0000000000,26.0000000000,-44.6830000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4180071190
365,A-45.595,0.0000000000,0.0000000000,26.0000000000,-45.5950000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4184209121
366,A-46.508,0.0000000000,0.0000000000,26.0000000000,-46.5080000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4188347052
367,A-47.42,0.0000000000,0.0000000000,26.0000000000,-47.4200000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4192489520
368,A-48.332,0.0000000000,0.0000000000,26.0000000000,-48.3320000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4196627451
369,A-49.244,0.0000000000,0.0000000000,26.0000000000,-49.2440000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4200765382
370,A-50.156,0.0000000000,0.0000000000,26.0000000000,-50.1560000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4204903313
371,A-51.069,0.0000000000,0.0000000000,26.0000000000,-51.0690000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4209041244
372,A-51.981,0.0000000000,0.0000000000,26.0000000000,-51.9810000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4213183712
373,A-52.894,0.0000000000,0.0000000000,26.0000000000,-52.8940000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4217321643
374,A-53.806,0.0000000000,0.0000000000,26.0000000000,-53.8060000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4221464112
375,A-54.718,0.0000000000,0.0000000000,26.0000000000,-54.7180000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4225602043
376,A-55.631,0.0000000000,0.0000000000,26.0000000000,-55.6310000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4229739974
377,A-56.543,0.0000000000,0.0000000000,26.0000000000,-56.5430000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4233882442
378,A-57.456,0.0000000000,0.0000000000,26.0000000000,-57.4560000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4238020373
379,A-58.368,0.0000000000,0.0000000000,26.0000000000,-58.3680000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4242162841
380,A-59.281,0.0000000000,0.0000000000,26.0000000000,-59.2810000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004142468,0.4246300772
381,A-60.193,0.0000000000,0.0000000000,26.0000000000,-60.1930000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4250443241
382,A-61.105,0.0000000000,0.0000000000,26.0000000000,-61.1050000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4254581172
383,A-62.017,0.0000000000,0.0000000000,26.0000000000,-62.0170000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4258719103
384,A-62.929,0.0000000000,0.0000000000,26.0000000000,-62.9290000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4262857034
385,A-63.84,0.0000000000,0.0000000000,26.0000000000,-63.8400000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004133394,0.4266994965
386,A-64.752,0.0000000000,0.0000000000,26.0000000000,-64.7520000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4271128359
387,A-65.664,0.0000000000,0.0000000000,26.0000000000,-65.6640000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4275266290
388,A-66.576,0.0000000000,0.0000000000,26.0000000000,-66.5760000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4279404221
389,A-67.488,0.0000000000,0.0000000000,26.0000000000,-67.4880000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4283542152
390,A-68.4,0.0000000000,0.0000000000,26.0000000000,-68.4000000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4287680083
391,A-69.312,0.0000000000,0.0000000000,26.0000000000,-69.3120000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4291818014
392,A-70.224,0.0000000000,0.0000000000,26.0000000000,-70.2240000000,0.0000000000,0.0000000000,0.0000000000,2204,0.000000,0.000000,0.000000,-2204.000000,0.000000,0.000000,0.0004137931,0.4295955945
